Match,Team_Innings,Batting_Pos,Batsman,Dismissal,Runs,Balls,4s,6s,SR
Gujarat Titans vs Kolkata Knight Riders,Kolkata Knight Riders,8,Shardul Thakur,lbw b Rashid Khan,0,1,0,0,0.00
Gujarat Titans vs Kolkata Knight Riders,Kolkata Knight Riders,9,Umesh Yadav,not out,5,6,0,0,83.33
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,1,Prabhsimran Singh,lbw b Kumar,0,1,0,0,0.00
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,2,Shikhar Dhawan (c),not out,99,66,12,5,150.00
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,3,Matthew Short,lbw b Jansen,1,3,0,0,33.33
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,4,Jitesh Sharma †,c Markram b Jansen,4,9,1,0,44.44
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,5,Sam Curran,c Kumar b Markande,22,15,3,1,146.66
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,6,Sikandar Raza,c Agarwal b Umran Malik,5,6,0,0,83.33
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,7,M Shahrukh Khan,lbw b Markande,4,3,1,0,133.33
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,8,Harpreet Brar,b Umran Malik,1,2,0,0,50.00
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,9,Rahul Chahar,lbw b Markande,0,8,0,0,0.00
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,10,Nathan Ellis,b Markande,0,5,0,0,0.00
Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,11,Mohit Rathee,not out,1,2,0,0,50.00
Punjab Kings vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Harry Brook,b Arshdeep Singh,13,14,3,0,92.85
Punjab Kings vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Mayank Agarwal,c Curran b Chahar,21,20,3,0,105.00
Punjab Kings vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Rahul Tripathi,not out,74,48,10,3,154.16
Punjab Kings vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Aiden Markram (c),not out,37,21,6,0,176.19
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,1,Virat Kohli,c Stoinis b Mishra,61,44,4,4,138.63
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,2,Faf du Plessis (c),not out,79,46,5,5,171.73
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,3,Glenn Maxwell,b Wood,59,29,3,6,203.44
Royal Challengers Bangalore vs Lucknow Super Giants,Royal Challengers Bangalore,4,Dinesh Karthik †,not out,1,1,0,0,100.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,1,Kyle Mayers,b Mohammed Siraj,0,3,0,0,0.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,2,KL Rahul (c),c Kohli b Mohammed Siraj,18,20,1,0,90.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,3,Deepak Hooda,c †Karthik b Parnell,9,10,1,0,90.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,4,Krunal Pandya,c †Karthik b Parnell,0,2,0,0,0.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,5,Marcus Stoinis,c Shahbaz Ahmed b Sharma,65,30,6,5,216.66
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,6,Nicholas Pooran †,c Shahbaz Ahmed b Mohammed Siraj,62,19,4,7,326.31
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,7,Ayush Badoni,hit wicket b Parnell,30,24,4,0,125.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,8,Jaydev Unadkat,c du Plessis b Patel,9,7,1,0,128.57
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,9,Mark Wood,b Patel,1,2,0,0,50.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,10,Ravi Bishnoi,not out,3,2,0,0,150.00
Royal Challengers Bangalore vs Lucknow Super Giants,Lucknow Super Giants,11,Avesh Khan,not out,0,1,0,0,0.00
Delhi Capitals vs Mumbai Indians,Delhi Capitals,1,David Warner (c),c Meredith b Behrendorff,51,47,6,0,108.51
Delhi Capitals vs Mumbai Indians,Delhi Capitals,2,Prithvi Shaw,c Green b Shokeen,15,10,3,0,150.00
Delhi Capitals vs Mumbai Indians,Delhi Capitals,3,Manish Pandey,c Behrendorff b Chawla,26,18,5,0,144.44
Delhi Capitals vs Mumbai Indians,Delhi Capitals,4,Yash Dhull,c Wadhera b Meredith,2,4,0,0,50.00
Delhi Capitals vs Mumbai Indians,Delhi Capitals,5,Rovman Powell,lbw b Chawla,4,4,1,0,100.00
Delhi Capitals vs Mumbai Indians,Delhi Capitals,6,Lalit Yadav,b Chawla,2,4,0,0,50.00
Delhi Capitals vs Mumbai Indians,Delhi Capitals,7,Axar Patel,c Arshad Khan b Behrendorff,54,25,4,5,216.00
Delhi Capitals vs Mumbai Indians,Delhi Capitals,8,Abishek Porel †,c Green b Behrendorff,1,3,0,0,33.33
Delhi Capitals vs Mumbai Indians,Delhi Capitals,9,Kuldeep Yadav,run out (Wadhera),0,1,0,0,0.00
Delhi Capitals vs Mumbai Indians,Delhi Capitals,10,Anrich Nortje,b Meredith,5,3,1,0,166.66
Delhi Capitals vs Mumbai Indians,Delhi Capitals,11,Mustafizur Rahman,not out,1,1,0,0,100.00
Delhi Capitals vs Mumbai Indians,Mumbai Indians,1,Rohit Sharma (c),c †Abishek Porel b Mustafizur Rahman,65,45,6,4,144.44
Delhi Capitals vs Mumbai Indians,Mumbai Indians,2,Ishan Kishan †,run out (Mukesh Kumar/Lalit Yadav),31,26,6,0,119.23
Delhi Capitals vs Mumbai Indians,Mumbai Indians,3,Tilak Varma,c Pandey b Mukesh Kumar,41,29,1,4,141.37
Delhi Capitals vs Mumbai Indians,Mumbai Indians,4,Suryakumar Yadav,c Kuldeep Yadav b Mukesh Kumar,0,1,0,0,0.00
Delhi Capitals vs Mumbai Indians,Mumbai Indians,5,Tim David,not out,13,11,0,1,118.18
Delhi Capitals vs Mumbai Indians,Mumbai Indians,6,Cameron Green,not out,17,8,1,1,212.50
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,1,Yashasvi Jaiswal,c Dube b Deshpande,10,8,2,0,125.00
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,2,Jos Buttler,b Ali,52,36,1,3,144.44
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,3,Devdutt Padikkal,c Conway b Jadeja,38,26,5,0,146.15
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,4,Sanju Samson (c)†,b Jadeja,0,2,0,0,0.00
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,5,Ravichandran Ashwin,c Magala b Akash Singh,30,22,1,2,136.36
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,6,Shimron Hetmyer,not out,30,18,2,2,166.66
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,7,Dhruv Jurel,c Dube b Akash Singh,4,6,0,0,66.66
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,8,Jason Holder,c Conway b Deshpande,0,1,0,0,0.00
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,9,Adam Zampa,run out (Theekshana/†Dhoni),1,1,0,0,100.00
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,1,Ruturaj Gaikwad,c Jaiswal b Sandeep Sharma,8,10,1,0,80.00
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,2,Devon Conway,c Jaiswal b Chahal,50,38,6,0,131.57
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,3,Ajinkya Rahane,lbw b Ashwin,31,19,2,1,163.15
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,4,Shivam Dube,lbw b Ashwin,8,9,1,0,88.88
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,5,Moeen Ali,c Sandeep Sharma b Zampa,7,10,0,0,70.00
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,6,Ambati Rayudu,c Hetmyer b Chahal,1,2,0,0,50.00
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,7,Ravindra Jadeja,not out,25,15,1,2,166.66
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,8,MS Dhoni (c)†,not out,32,17,1,3,188.23
Punjab Kings vs Gujarat Titans,Punjab Kings,1,Prabhsimran Singh,c Rashid Khan b Mohammed Shami,0,2,0,0,0.00
Punjab Kings vs Gujarat Titans,Punjab Kings,2,Shikhar Dhawan (c),c Joseph b Little,8,8,2,0,100.00
Punjab Kings vs Gujarat Titans,Punjab Kings,3,Matthew Short,b Rashid Khan,36,24,6,1,150.00
Punjab Kings vs Gujarat Titans,Punjab Kings,4,Bhanuka Rajapaksa,c Shubman Gill b Joseph,20,26,1,0,76.92
Punjab Kings vs Gujarat Titans,Punjab Kings,5,Jitesh Sharma †,c †Saha b Sharma,25,23,5,0,108.69
Punjab Kings vs Gujarat Titans,Punjab Kings,6,Sam Curran,c Shubman Gill b Sharma,22,22,1,1,100.00
Punjab Kings vs Gujarat Titans,Punjab Kings,7,M Shahrukh Khan,run out (Miller/†Saha),22,9,1,2,244.44
Punjab Kings vs Gujarat Titans,Punjab Kings,8,Harpreet Brar,not out,8,5,0,1,160.00
Punjab Kings vs Gujarat Titans,Punjab Kings,9,Rishi Dhawan,run out (†Saha),1,1,0,0,100.00
Punjab Kings vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha †,c Short b Rabada,30,19,5,0,157.89
Punjab Kings vs Gujarat Titans,Gujarat Titans,2,Shubman Gill,b Curran,67,49,7,1,136.73
Punjab Kings vs Gujarat Titans,Gujarat Titans,3,Sai Sudharsan,c Prabhsimran Singh b Arshdeep Singh,19,20,2,0,95.00
Punjab Kings vs Gujarat Titans,Gujarat Titans,4,Hardik Pandya (c),c Curran b Harpreet Brar,8,11,1,0,72.72
Punjab Kings vs Gujarat Titans,Gujarat Titans,5,David Miller,not out,17,18,1,0,94.44
Punjab Kings vs Gujarat Titans,Gujarat Titans,6,Rahul Tewatia,not out,5,2,1,0,250.00
Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,1,Harry Brook,not out,100,55,12,3,181.81
Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,2,Mayank Agarwal,c Varun b Russell,9,13,0,0,69.23
Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,3,Rahul Tripathi,c †Rahmanullah Gurbaz b Russell,9,4,2,0,225.00
Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,4,Aiden Markram (c),c Russell b Varun,50,26,2,5,192.30
Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,5,Abhishek Sharma,c Thakur b Russell,32,17,3,2,188.23
Sunrisers Hyderabad vs Kolkata Knight Riders,Sunrisers Hyderabad,6,Heinrich Klaasen †,not out,16,6,2,1,266.66
Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,1,Rahmanullah Gurbaz †,c Umran Malik b Kumar,0,3,0,0,0.00
Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,2,Narayan Jagadeesan,c sub (GD Phillips) b Markande,36,21,5,1,171.42
Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,3,Venkatesh Iyer,c Markram b Jansen,10,11,2,0,90.90
Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,4,Sunil Narine,c Markram b Jansen,0,1,0,0,0.00
Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,5,Nitish Rana (c),c Washington Sundar b Natarajan,75,41,5,6,182.92
Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,6,Andre Russell,c Jansen b Markande,3,6,0,0,50.00
Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,7,Rinku Singh,not out,58,31,4,4,187.09
Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,8,Shardul Thakur,c Washington Sundar b Umran Malik,12,7,2,0,171.42
Sunrisers Hyderabad vs Kolkata Knight Riders,Kolkata Knight Riders,9,Umesh Yadav,not out,1,1,0,0,100.00
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,1,Virat Kohli,c Dhull b Lalit Yadav,50,34,6,1,147.05
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,2,Faf du Plessis (c),c Aman Hakim Khan b Marsh,22,16,3,1,137.50
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,3,Mahipal Lomror,c †Abishek Porel b Marsh,26,18,0,2,144.44
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,4,Glenn Maxwell,c Warner b Kuldeep Yadav,24,14,0,3,171.42
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,5,Harshal Patel,c †Abishek Porel b Patel,6,4,0,1,150.00
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,6,Shahbaz Ahmed,not out,20,12,3,0,166.66
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,7,Dinesh Karthik †,c Lalit Yadav b Kuldeep Yadav,0,1,0,0,0.00
Royal Challengers Bangalore vs Delhi Capitals,Royal Challengers Bangalore,8,Anuj Rawat,not out,15,22,1,0,68.18
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,1,David Warner (c),c Kohli b Vyshak,19,13,4,0,146.15
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,2,Prithvi Shaw,run out (Anuj Rawat),0,2,0,0,0.00
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,3,Mitchell Marsh,c Kohli b Parnell,0,4,0,0,0.00
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,4,Yash Dhull,lbw b Mohammed Siraj,1,4,0,0,25.00
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,5,Manish Pandey,lbw b de Silva,50,38,5,1,131.57
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,6,Abishek Porel †,c Parnell b Patel,5,8,0,0,62.50
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,7,Axar Patel,c Mohammed Siraj b Vyshak,21,14,3,0,150.00
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,8,Aman Hakim Khan,c Kohli b Mohammed Siraj,18,10,1,1,180.00
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,9,Lalit Yadav,c Maxwell b Vyshak,4,7,0,0,57.14
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,10,Anrich Nortje,not out,23,14,4,0,164.28
Royal Challengers Bangalore vs Delhi Capitals,Delhi Capitals,11,Kuldeep Yadav,not out,7,6,1,0,116.66
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,1,KL Rahul (c),c sub (NT Ellis) b Arshdeep Singh,74,56,8,1,132.14
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,2,Kyle Mayers,c Harpreet Singh b Harpreet Brar,29,23,1,3,126.08
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,3,Deepak Hooda,lbw b Sikandar Raza,2,3,0,0,66.66
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,4,Krunal Pandya,c Shahrukh Khan b Rabada,18,17,2,0,105.88
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,5,Nicholas Pooran †,c Shahrukh Khan b Rabada,0,1,0,0,0.00
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,6,Marcus Stoinis,c †Sharma b Curran,15,11,0,2,136.36
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,7,Ayush Badoni,not out,5,6,0,0,83.33
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,8,Krishnappa Gowtham,c Sikandar Raza b Curran,1,2,0,0,50.00
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,9,Yudhvir Singh,c Shahrukh Khan b Curran,0,1,0,0,0.00
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,10,Ravi Bishnoi,not out,3,1,0,0,300.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,1,Atharva Taide,c Avesh Khan b Yudhvir Singh,0,3,0,0,0.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,2,Prabhsimran Singh,b Yudhvir Singh,4,4,1,0,100.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,3,Matthew Short,c Stoinis b Gowtham,34,22,5,1,154.54
Lucknow Super Giants vs Punjab Kings,Punjab Kings,4,Harpreet Singh,c sub (PN Mankad) b Pandya,22,22,3,0,100.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,5,Sikandar Raza,c Stoinis b Ravi Bishnoi,57,41,4,3,139.02
Lucknow Super Giants vs Punjab Kings,Punjab Kings,6,Sam Curran (c),c Pandya b Ravi Bishnoi,6,6,1,0,100.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,7,Jitesh Sharma †,c Rahul b Wood,2,4,0,0,50.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,8,M Shahrukh Khan,not out,23,10,1,2,230.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,9,Harpreet Brar,c †Pooran b Wood,6,4,1,0,150.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,10,Kagiso Rabada,not out,0,1,0,0,0.00
Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,1,Rahmanullah Gurbaz †,c Jansen b Chawla,8,12,0,0,66.66
Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,2,Narayan Jagadeesan,c Shokeen b Green,0,5,0,0,0.00
Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,3,Venkatesh Iyer,c Jansen b Meredith,104,51,6,9,203.92
Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,4,Nitish Rana (c),c sub (Ramandeep Singh) b Shokeen,5,10,0,0,50.00
Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,5,Shardul Thakur,c Tilak Varma b Shokeen,13,11,1,0,118.18
Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,6,Rinku Singh,c Wadhera b Jansen,18,18,2,0,100.00
Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,7,Andre Russell,not out,21,11,3,1,190.90
Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,8,Sunil Narine,not out,2,2,0,0,100.00
Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,1,Rohit Sharma,c Yadav b Suyash Sharma,20,13,1,2,153.84
Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,2,Ishan Kishan †,b Varun,58,25,5,5,232.00
Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,3,Suryakumar Yadav (c),c †Rahmanullah Gurbaz b Thakur,43,25,4,3,172.00
Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,4,Tilak Varma,b Suyash Sharma,30,25,3,1,120.00
Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,5,Tim David,not out,24,13,1,2,184.61
Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,6,Nehal Wadhera,c †Rahmanullah Gurbaz b Ferguson,6,4,1,0,150.00
Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,7,Cameron Green,not out,1,1,0,0,100.00
Gujarat Titans vs Rajasthan Royals,Gujarat Titans,1,Wriddhiman Saha †,c & b Boult,4,3,1,0,133.33
Gujarat Titans vs Rajasthan Royals,Gujarat Titans,2,Shubman Gill,c Buttler b Sandeep Sharma,45,34,4,1,132.35
Gujarat Titans vs Rajasthan Royals,Gujarat Titans,3,Sai Sudharsan,run out (Buttler/†Samson),20,19,2,0,105.26
Gujarat Titans vs Rajasthan Royals,Gujarat Titans,4,Hardik Pandya (c),c Jaiswal b Chahal,28,19,3,1,147.36
Gujarat Titans vs Rajasthan Royals,Gujarat Titans,5,David Miller,c Hetmyer b Sandeep Sharma,46,30,3,2,153.33
Gujarat Titans vs Rajasthan Royals,Gujarat Titans,6,Abhinav Manohar,c Padikkal b Zampa,27,13,0,3,207.69
Gujarat Titans vs Rajasthan Royals,Gujarat Titans,7,Rahul Tewatia,not out,1,1,0,0,100.00
Gujarat Titans vs Rajasthan Royals,Gujarat Titans,8,Rashid Khan,run out (Buttler/Sandeep Sharma),1,1,0,0,100.00
Gujarat Titans vs Rajasthan Royals,Gujarat Titans,9,Alzarri Joseph,not out,0,0,0,0,-
Gujarat Titans vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,c Shubman Gill b Pandya,1,7,0,0,14.28
Gujarat Titans vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,b Mohammed Shami,0,5,0,0,0.00
Gujarat Titans vs Rajasthan Royals,Rajasthan Royals,3,Devdutt Padikkal,c Sharma b Rashid Khan,26,25,2,2,104.00
Gujarat Titans vs Rajasthan Royals,Rajasthan Royals,4,Sanju Samson (c)†,c Miller b Noor Ahmad,60,32,3,6,187.50
Gujarat Titans vs Rajasthan Royals,Rajasthan Royals,5,Riyan Parag,c Miller b Rashid Khan,5,7,0,0,71.42
Gujarat Titans vs Rajasthan Royals,Rajasthan Royals,6,Shimron Hetmyer,not out,56,26,2,5,215.38
Gujarat Titans vs Rajasthan Royals,Rajasthan Royals,7,Dhruv Jurel,c Sharma b Mohammed Shami,18,10,2,1,180.00
Gujarat Titans vs Rajasthan Royals,Rajasthan Royals,8,Ravichandran Ashwin,c Tewatia b Mohammed Shami,10,3,1,1,333.33
Gujarat Titans vs Rajasthan Royals,Rajasthan Royals,9,Trent Boult,not out,0,1,0,0,0.00
Chennai Super Kings vs Royal Challengers Bangalore,Chennai Super Kings,1,Ruturaj Gaikwad,c Parnell b Mohammed Siraj,3,6,0,0,50.00
Chennai Super Kings vs Royal Challengers Bangalore,Chennai Super Kings,2,Devon Conway,b Patel,83,45,6,6,184.44
Chennai Super Kings vs Royal Challengers Bangalore,Chennai Super Kings,3,Ajinkya Rahane,b de Silva,37,20,3,2,185.00
Chennai Super Kings vs Royal Challengers Bangalore,Chennai Super Kings,4,Shivam Dube,c Mohammed Siraj b Parnell,52,27,2,5,192.59
Chennai Super Kings vs Royal Challengers Bangalore,Chennai Super Kings,5,Ambati Rayudu,c †Karthik b Vyshak,14,6,1,1,233.33
Chennai Super Kings vs Royal Challengers Bangalore,Chennai Super Kings,6,Moeen Ali,not out,19,9,0,2,211.11
Chennai Super Kings vs Royal Challengers Bangalore,Chennai Super Kings,7,Ravindra Jadeja,c Prabhudessai b Maxwell,10,8,0,1,125.00
Chennai Super Kings vs Royal Challengers Bangalore,Chennai Super Kings,8,MS Dhoni (c)†,not out,1,1,0,0,100.00
Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Virat Kohli,b Akash Singh,6,4,1,0,150.00
Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Faf du Plessis (c),c †Dhoni b Ali,62,33,5,4,187.87
Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Mahipal Lomror,c Gaikwad b Deshpande,0,5,0,0,0.00
Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Glenn Maxwell,c †Dhoni b Theekshana,76,36,3,8,211.11
Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Shahbaz Ahmed,c Gaikwad b Pathirana,12,10,0,1,120.00
Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Dinesh Karthik †,c Theekshana b Deshpande,28,14,3,1,200.00
Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,Suyash Prabhudessai,c Jadeja b Pathirana,19,11,0,2,172.72
Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,8,Wayne Parnell,c Dube b Deshpande,2,5,0,0,40.00
Chennai Super Kings vs Royal Challengers Bangalore,Royal Challengers Bangalore,9,Wanindu Hasaranga,not out,2,2,0,0,100.00
Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,1,Rohit Sharma (c),c Markram b Natarajan,28,18,6,0,155.55
Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,2,Ishan Kishan †,c Markram b Jansen,38,31,3,2,122.58
Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,3,Cameron Green,not out,64,40,6,2,160.00
Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,4,Suryakumar Yadav,c Markram b Jansen,7,3,0,1,233.33
Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,5,Tilak Varma,c Agarwal b Kumar,37,17,2,4,217.64
Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,6,Tim David,run out (Abhishek Sharma/Natarajan),16,11,2,0,145.45
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Harry Brook,c Yadav b Behrendorff,9,7,2,0,128.57
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Mayank Agarwal,c David b Meredith,48,41,4,1,117.07
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Rahul Tripathi,c †Ishan Kishan b Behrendorff,7,5,1,0,140.00
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Aiden Markram (c),c Shokeen b Green,22,17,1,1,129.41
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Abhishek Sharma,c David b Chawla,1,2,0,0,50.00
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Heinrich Klaasen †,c David b Chawla,36,16,4,2,225.00
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,7,Abdul Samad,run out (Shokeen/†Ishan Kishan),9,12,1,0,75.00
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,8,Marco Jansen,c David b Meredith,13,6,3,0,216.66
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,9,Washington Sundar,run out (David),10,6,2,0,166.66
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,10,Bhuvneshwar Kumar,c Sharma b Tendulkar,2,5,0,0,40.00
Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,11,Mayank Markande,not out,2,2,0,0,100.00
Lucknow Super Giants vs Rajasthan Royals,Lucknow Super Giants,1,KL Rahul (c),c Buttler b Holder,39,32,4,1,121.87
Lucknow Super Giants vs Rajasthan Royals,Lucknow Super Giants,2,Kyle Mayers,b Ashwin,51,42,4,3,121.42
Lucknow Super Giants vs Rajasthan Royals,Lucknow Super Giants,3,Ayush Badoni,b Boult,1,4,0,0,25.00
Lucknow Super Giants vs Rajasthan Royals,Lucknow Super Giants,4,Deepak Hooda,c Hetmyer b Ashwin,2,4,0,0,50.00
Lucknow Super Giants vs Rajasthan Royals,Lucknow Super Giants,5,Marcus Stoinis,c †Samson b Sandeep Sharma,21,16,2,0,131.25
Lucknow Super Giants vs Rajasthan Royals,Lucknow Super Giants,6,Nicholas Pooran †,run out (†Samson),29,20,2,1,145.00
Lucknow Super Giants vs Rajasthan Royals,Lucknow Super Giants,7,Krunal Pandya,not out,4,2,1,0,200.00
